the_geom,BoroCode,BoroName,specific_borough,Amount_of_Racks
POINT (-73.92162143925778 40.86831514423861),1,Manhattan,1,8652
POINT (-73.96926040273163 40.68045220328082),3,Brooklyn,2,5478
POINT (-73.85014762604226 40.73396678722509),4,Queens,3,31506
POINT (-73.8500865323254 40.73385691761056),4,Queens,4,22928
POINT (-73.99609988993079 40.72623892499076),1,Manhattan,5,2620
POINT (-73.97973525315159 40.688441810980635),3,Brooklyn,,
POINT (-73.97973525315159 40.688441810980635),3,Brooklyn,,
POINT (-73.97973525315159 40.688441810980635),3,Brooklyn,,
POINT (-73.97973525315159 40.688441810980635),3,Brooklyn,,
POINT (-73.88675369135288 40.674567930577204),3,Brooklyn,,
POINT (-73.94122769825954 40.72221938923986),3,Brooklyn,,
POINT (-73.96869185338097 40.678102523963744),3,Brooklyn,,
POINT (-73.8500290532557 40.73374430701611),4,Queens,,
POINT (-73.84987446555975 40.73349158835294),4,Queens,,
POINT (-73.85001109224402 40.73370860184094),4,Queens,,
POINT (-73.89957295064126 40.710747676877475),4,Queens,,
POINT (-73.89957295064126 40.710747676877475),4,Queens,,
POINT (-73.99606741866185 40.72624715814028),1,Manhattan,,
POINT (-73.94801275248417 40.714180505125135),3,Brooklyn,,
POINT (-73.79148942027734 40.85558811041651),2,Bronx,,
POINT (-73.97231175848903 40.677581945084405),3,Brooklyn,,
POINT (-73.94987707928443 40.6766109423982),3,Brooklyn,,
POINT (-73.94801275248417 40.714180505125135),3,Brooklyn,,
POINT (-73.99606741866185 40.72624715814028),1,Manhattan,,
POINT (-73.99606741866185 40.72624715814028),1,Manhattan,,
POINT (-73.99606741866185 40.72624715814028),1,Manhattan,,
POINT (-73.87509294178945 40.71986652591631),4,Queens,,
POINT (-73.87509294178945 40.71986652591631),4,Queens,,
POINT (-73.87509294178945 40.71986652591631),4,Queens,,
POINT (-73.87509294178945 40.71986652591631),4,Queens,,
POINT (-73.96384986622712 40.67830970696428),3,Brooklyn,,
POINT (-73.99134751964037 40.76021044000895),1,Manhattan,,
POINT (-73.96871351327202 40.67804214494776),3,Brooklyn,,
POINT (-73.96871351327202 40.67804214494776),3,Brooklyn,,
POINT (-73.8622202618424 40.72907972619514),4,Queens,,
POINT (-73.84975591928581 40.73325812886955),4,Queens,,
POINT (-74.11050438757164 40.629808654382),5,Staten Island,,
POINT (-73.96870561368208 40.67951059654046),3,Brooklyn,,
POINT (-74.11050438757164 40.629808654382),5,Staten Island,,
POINT (-73.94664425529047 40.71137473216887),3,Brooklyn,,
POINT (-73.88766929162199 40.66606001419676),3,Brooklyn,,
POINT (-73.88766929162199 40.66606001419676),3,Brooklyn,,
POINT (-73.88766929162199 40.66606001419676),3,Brooklyn,,
POINT (-73.88766929162199 40.66606001419676),3,Brooklyn,,
POINT (-73.88766929162199 40.66606001419676),3,Brooklyn,,
POINT (-73.99463651928143 40.66370756245129),3,Brooklyn,,
POINT (-73.99463651928143 40.66370756245129),3,Brooklyn,,
POINT (-73.99463651928143 40.66370756245129),3,Brooklyn,,
POINT (-73.99175302197621 40.66294159834364),3,Brooklyn,,
POINT (-73.94659374106256 40.71139392204586),3,Brooklyn,,
POINT (-73.90991511098434 40.85428667093384),2,Bronx,,
POINT (-73.98890730383911 40.717164284327126),1,Manhattan,,
POINT (-73.99965718808298 40.73860685373489),1,Manhattan,,
POINT (-73.99816711293386 40.729447596337884),1,Manhattan,,
POINT (-74.00312071709499 40.724276446799514),1,Manhattan,,
POINT (-73.9905797852808 40.726669532540186),1,Manhattan,,
POINT (-73.90839540628482 40.87373441007489),1,Manhattan,,
POINT (-74.00431949163118 40.6839860058302),3,Brooklyn,,
POINT (-73.97730021395097 40.68109909153799),3,Brooklyn,,
POINT (-73.90991511098434 40.85428667093384),2,Bronx,,
POINT (-73.98428135184353 40.75322431687714),1,Manhattan,,
POINT (-73.94420407954344 40.79970498349152),1,Manhattan,,
POINT (-73.96493694526482 40.71585846360512),3,Brooklyn,,
POINT (-73.94446772374778 40.70447885485449),3,Brooklyn,,
POINT (-73.97474607250169 40.67552941344138),3,Brooklyn,,
POINT (-73.97474607250169 40.67552941344138),3,Brooklyn,,
POINT (-73.97945936087149 40.682738126820944),3,Brooklyn,,
POINT (-73.9851191808319 40.751152143926404),1,Manhattan,,
POINT (-73.99224262997303 40.69907107694709),3,Brooklyn,,
POINT (-73.91668720446235 40.81842935612427),2,Bronx,,
POINT (-73.89522549940358 40.66776616310647),3,Brooklyn,,
POINT (-73.96403689482129 40.679135942655144),3,Brooklyn,,
POINT (-73.96403689482129 40.679135942655144),3,Brooklyn,,
POINT (-73.96035778022362 40.657709001956555),3,Brooklyn,,
POINT (-74.00545614113058 40.73892786124617),1,Manhattan,,
POINT (-74.00545614113058 40.73892786124617),1,Manhattan,,
POINT (-74.00545614113058 40.73892786124617),1,Manhattan,,
POINT (-73.89854334463962 40.74971683559176),4,Queens,,
POINT (-73.89927795855365 40.71022865881375),4,Queens,,
POINT (-73.90163271818393 40.72286757976535),4,Queens,,
POINT (-73.89990240998243 40.745965951285996),4,Queens,,
POINT (-73.84954396277675 40.73284613921391),4,Queens,,
POINT (-73.84954396277675 40.73284613921391),4,Queens,,
POINT (-73.89927795855365 40.71022865881375),4,Queens,,
POINT (-73.84954405574032 40.73280496714172),4,Queens,,
POINT (-73.89841349834671 40.74966182626387),4,Queens,,
POINT (-74.00541834505806 40.629145240046256),3,Brooklyn,,
POINT (-73.89928520986957 40.7102039623271),4,Queens,,
POINT (-73.89986995023357 40.745952198443184),4,Queens,,
POINT (-73.89987353441146 40.745968670932946),4,Queens,,
POINT (-73.89985551038777 40.7459549306345),4,Queens,,
POINT (-73.90157857866322 40.72288400202437),4,Queens,,
POINT (-74.0086213237777 40.63104992778799),3,Brooklyn,,
POINT (-74.00542194544411 40.62911779203946),3,Brooklyn,,
POINT (-73.89984465883812 40.74597139057269),4,Queens,,
POINT (-73.99440297510179 40.74071743258304),1,Manhattan,,
POINT (-73.99440297510179 40.74071743258304),1,Manhattan,,
POINT (-74.01205509199205 40.633105465903995),3,Brooklyn,,
POINT (-73.8996274601495 40.74641036167543),4,Queens,,
POINT (-73.90129377395145 40.72274652049915),4,Queens,,
POINT (-73.8982151261529 40.749576564068526),4,Queens,,
POINT (-73.89979775924783 40.74596037079819),4,Queens,,
POINT (-74.00544716150505 40.629090343010425),3,Brooklyn,,
POINT (-73.89979773447834 40.74597683925005),4,Queens,,
POINT (-74.00547238002088 40.62909308659658),3,Brooklyn,,
POINT (-73.9012684958401 40.72276296735169),4,Queens,,
POINT (-73.89977971459571 40.74596035509824),4,Queens,,
POINT (-73.89924561590553 40.710149032498805),4,Queens,,
POINT (-73.89819348397909 40.749568310709236),4,Queens,,
POINT (-73.89958777819582 40.74639934720547),4,Queens,,
POINT (-73.8981790558662 40.74956280846742),4,Queens,,
POINT (-73.89922037111475 40.710146265641484),4,Queens,,
POINT (-73.97773926572232 40.72672815058062),1,Manhattan,,
POINT (-73.8981682368823 40.74955730851412),4,Queens,,
POINT (-74.00550119866332 40.6290656373841),3,Brooklyn,,
POINT (-74.00548318492868 40.62905740389344),3,Brooklyn,,
POINT (-73.90121433190379 40.72279585794478),4,Queens,,
POINT (-73.84934288814266 40.73240945970078),4,Queens,,
POINT (-73.84930326629626 40.732379214672044),4,Queens,,
POINT (-73.84922073747536 40.732175994910854),4,Queens,,
POINT (-73.99574990236586 40.7266259225292),1,Manhattan,,
POINT (-73.99574990236586 40.7266259225292),1,Manhattan,,
POINT (-73.97253901628648 40.79109402233976),1,Manhattan,,
POINT (-73.96910696428611 40.67701296029293),3,Brooklyn,,
POINT (-73.94649274777245 40.71138838563323),3,Brooklyn,,
POINT (-73.96033980675536 40.657629397277674),3,Brooklyn,,
POINT (-73.84915248650026 40.73204141261884),4,Queens,,
POINT (-73.95113996255941 40.724362188431044),3,Brooklyn,,
POINT (-73.93750067904696 40.81872522278583),1,Manhattan,,
POINT (-74.00544172597766 40.73916116537717),1,Manhattan,,
POINT (-73.91673424034167 40.818374495809636),2,Bronx,,
POINT (-73.9688001550126 40.67779513840144),3,Brooklyn,,
POINT (-73.95734910507947 40.67336414122638),3,Brooklyn,,
POINT (-73.99190442649484 40.66279339133766),3,Brooklyn,,
POINT (-73.95595565222298 40.67626758895571),3,Brooklyn,,
POINT (-73.97249204227319 40.791157139822865),1,Manhattan,,
POINT (-73.95835462610732 40.81814178153145),1,Manhattan,,
POINT (-73.96912501189567 40.6769663040662),3,Brooklyn,,
POINT (-73.94989889800081 40.67636117789162),3,Brooklyn,,
POINT (-73.96912501189567 40.6769663040662),3,Brooklyn,,
POINT (-73.94516536647293 40.70259353550948),3,Brooklyn,,
POINT (-73.94516536647293 40.70259353550948),3,Brooklyn,,
POINT (-73.96793054170529 40.679351185676786),3,Brooklyn,,
POINT (-73.96912501189567 40.6769663040662),3,Brooklyn,,
POINT (-73.977677934331 40.72671990445341),1,Manhattan,,
POINT (-73.96379233835508 40.67802148817645),3,Brooklyn,,
POINT (-73.97903481306044 40.725740281458215),1,Manhattan,,
POINT (-73.97903481306044 40.725740281458215),1,Manhattan,,
POINT (-73.9919548945182 40.662743988957494),3,Brooklyn,,
POINT (-73.99482396643357 40.66352641511308),3,Brooklyn,,
POINT (-73.96889401553379 40.67752892035345),3,Brooklyn,,
POINT (-73.96399014427796 40.678916346571704),3,Brooklyn,,
POINT (-73.96399014427796 40.678916346571704),3,Brooklyn,,
POINT (-73.94639174227837 40.71139657291268),3,Brooklyn,,
POINT (-73.86276919130789 40.81818566108607),2,Bronx,,
POINT (-73.99375142226204 40.76197546546921),1,Manhattan,,
POINT (-73.93743194286105 40.818821250491894),1,Manhattan,,
POINT (-74.00541647852158 40.73931487326537),1,Manhattan,,
POINT (-73.93507853534472 40.84989832573533),1,Manhattan,,
POINT (-73.99200536246693 40.66269458565438),3,Brooklyn,,
POINT (-73.96891566993818 40.677479520368735),3,Brooklyn,,
POINT (-73.9463448328136 40.71141850911635),3,Brooklyn,,
POINT (-73.99105146926554 40.760616639526),1,Manhattan,,
POINT (-73.9758053985637 40.687071411311564),3,Brooklyn,,
POINT (-73.99153027296005 40.74238332036538),1,Manhattan,,
POINT (-74.0063503007496 40.73091587968408),1,Manhattan,,
POINT (-73.98962748454655 40.70230695004476),3,Brooklyn,,
POINT (-73.99094236928595 40.68692538008553),3,Brooklyn,,
POINT (-73.98954802550882 40.7260408936609),1,Manhattan,,
POINT (-74.00997762634225 40.714565098723625),1,Manhattan,,
POINT (-73.99094236928595 40.68692538008553),3,Brooklyn,,
POINT (-73.98051597849857 40.68205211704154),3,Brooklyn,,
POINT (-74.00315679390023 40.72425997730377),1,Manhattan,,
POINT (-73.9887544520641 40.72511858055847),1,Manhattan,,
POINT (-73.95466995516047 40.71671673290783),3,Brooklyn,,
POINT (-73.98835617919588 40.77450478647075),1,Manhattan,,
POINT (-73.99875154456842 40.73327928150015),1,Manhattan,,
POINT (-73.99227724375763 40.71158995007622),1,Manhattan,,
POINT (-73.99227724375763 40.71158995007622),1,Manhattan,,
POINT (-73.99517267008518 40.72620320808356),1,Manhattan,,
POINT (-73.99308683459388 40.73088839977223),1,Manhattan,,
POINT (-73.99227724375763 40.71158995007622),1,Manhattan,,
POINT (-73.99227724375763 40.71158995007622),1,Manhattan,,
POINT (-73.95466995516047 40.71671673290783),3,Brooklyn,,
POINT (-73.95466995516047 40.71671673290783),3,Brooklyn,,
POINT (-73.95466995516047 40.71671673290783),3,Brooklyn,,
POINT (-73.95466995516047 40.71671673290783),3,Brooklyn,,
POINT (-73.99153027296005 40.74238332036538),1,Manhattan,,
POINT (-73.95466995516047 40.71671673290783),3,Brooklyn,,
POINT (-73.99385853449016 40.73565608185348),1,Manhattan,,
POINT (-73.99700147045327 40.73486297263257),1,Manhattan,,
POINT (-73.99700147045327 40.73486297263257),1,Manhattan,,
POINT (-73.99700147045327 40.73486297263257),1,Manhattan,,
POINT (-73.99385853449016 40.73565608185348),1,Manhattan,,
POINT (-73.99385853449016 40.73565608185348),1,Manhattan,,
POINT (-73.96143950883572 40.71923339998506),3,Brooklyn,,
POINT (-73.96143950883572 40.71923339998506),3,Brooklyn,,
POINT (-73.99015134147557 40.720606326260274),1,Manhattan,,
POINT (-73.98599991848972 40.75073230793694),1,Manhattan,,
POINT (-73.98599991848972 40.75073230793694),1,Manhattan,,
POINT (-73.95190249148753 40.71257925457846),3,Brooklyn,,
POINT (-73.95190249148753 40.71257925457846),3,Brooklyn,,
POINT (-73.95190249148753 40.71257925457846),3,Brooklyn,,
POINT (-73.81841660838553 40.826525940770814),2,Bronx,,
POINT (-73.81841660838553 40.826525940770814),2,Bronx,,
POINT (-73.97570092396697 40.686818869974616),3,Brooklyn,,
POINT (-73.94108967291578 40.84163449562855),1,Manhattan,,
POINT (-73.9942766594214 40.74085466366437),1,Manhattan,,
POINT (-73.99564887385942 40.72674394395564),1,Manhattan,,
POINT (-73.89247605143125 40.8460650644315),2,Bronx,,
POINT (-73.91661111426225 40.81860496374821),2,Bronx,,
POINT (-73.81841660838553 40.826525940770814),2,Bronx,,
POINT (-73.89247605143125 40.8460650644315),2,Bronx,,
POINT (-73.95611213839648 40.674044380816),3,Brooklyn,,
POINT (-73.96294249611279 40.676220645588856),3,Brooklyn,,
POINT (-73.97240170418398 40.791283375594304),1,Manhattan,,
POINT (-73.96031464625786 40.6575141080366),3,Brooklyn,,
POINT (-73.97570092396697 40.686818869974616),3,Brooklyn,,
POINT (-73.86295308584513 40.81836154167489),2,Bronx,,
POINT (-74.00933459301336 40.63054757586189),3,Brooklyn,,
POINT (-73.89010584173047 40.70117077314842),4,Queens,,
POINT (-73.89882805356535 40.709588734502326),4,Queens,,
POINT (-73.89010226237308 40.701154301155334),4,Queens,,
POINT (-74.00603073539045 40.62853037708545),3,Brooklyn,,
POINT (-73.90031524754859 40.72331109773871),4,Queens,,
POINT (-73.89000123949056 40.701178907516805),4,Queens,,
POINT (-73.89879925204838 40.70955302731506),4,Queens,,
POINT (-73.9791079176253 40.68819192428581),3,Brooklyn,,
POINT (-73.95119761357556 40.72446376962104),3,Brooklyn,,
POINT (-73.9247768442579 40.86600072038509),1,Manhattan,,
POINT (-73.94107881596315 40.841650958302345),1,Manhattan,,
POINT (-73.94107881596315 40.841650958302345),1,Manhattan,,
POINT (-73.96893372036502 40.67742737463784),3,Brooklyn,,
POINT (-74.11424641650223 40.62493573572611),5,Staten Island,,
POINT (-73.94107881596315 40.841650958302345),1,Manhattan,,
POINT (-73.94107881596315 40.841650958302345),1,Manhattan,,
POINT (-73.96029302627348 40.657505866249224),3,Brooklyn,,
POINT (-74.00607396488451 40.62851390610646),3,Brooklyn,,
POINT (-73.89881370488443 40.70953657146458),4,Queens,,
POINT (-73.89879565759088 40.709544789877214),4,Queens,,
POINT (-73.88979927063299 40.70118145908344),4,Queens,,
POINT (-73.89854525740965 40.74609102212215),4,Queens,,
POINT (-74.00609918069995 40.62848920171656),3,Brooklyn,,
POINT (-73.8897415574603 40.70118689333725),4,Queens,,
POINT (-74.00608476937677 40.628478222444066),3,Brooklyn,,
POINT (-73.88979203039675 40.70119792072668),4,Queens,,
POINT (-74.00536597353353 40.7395015183793),1,Manhattan,,
POINT (-73.88753696243566 40.665442309704474),3,Brooklyn,,
POINT (-73.89878131311262 40.7094898820795),4,Queens,,
POINT (-73.82493238022994 40.738265188209475),4,Queens,,
POINT (-73.82493238022994 40.738265188209475),4,Queens,,
POINT (-73.89991806918103 40.72353033441493),4,Queens,,
POINT (-73.8892329659464 40.70123032121418),4,Queens,,
POINT (-73.93734874577179 40.818928250054704),1,Manhattan,,
POINT (-74.00280140363868 40.680725263396056),3,Brooklyn,,
POINT (-73.95892522841785 40.67802808792134),3,Brooklyn,,
POINT (-74.00280140363868 40.680725263396056),3,Brooklyn,,
POINT (-73.88555067719429 40.67603794045572),3,Brooklyn,,
POINT (-73.89455844226936 40.66788357891601),3,Brooklyn,,
POINT (-73.94712168951392 40.71428165526782),3,Brooklyn,,
POINT (-73.95892522841785 40.67802808792134),3,Brooklyn,,
POINT (-73.94624382622554 40.71142944102282),3,Brooklyn,,
POINT (-73.86422889545402 40.71896492377001),4,Queens,,
POINT (-73.86422889545402 40.71896492377001),4,Queens,,
POINT (-73.8595824711857 40.72580753096655),4,Queens,,
POINT (-73.95121199642297 40.72452964977364),3,Brooklyn,,
POINT (-73.97231136807856 40.79140686656769),1,Manhattan,,
POINT (-73.97231136807856 40.79140686656769),1,Manhattan,,
POINT (-73.99239107656605 40.66235151513207),3,Brooklyn,,
POINT (-73.80475157154893 40.73645139301388),4,Queens,,
POINT (-73.89937648792342 40.72380982729722),4,Queens,,
POINT (-73.89932594237415 40.723834485898934),4,Queens,,
POINT (-73.89935485811851 40.723798829376065),4,Queens,,
POINT (-73.88892994031302 40.70127669015981),4,Queens,,
POINT (-73.96896981985687 40.677325827935064),3,Brooklyn,,
POINT (-73.89449714924842 40.66789175704246),3,Brooklyn,,
POINT (-73.99216037114404 40.662549123331175),3,Brooklyn,,
POINT (-73.89928986919969 40.72383170959789),4,Queens,,
POINT (-73.89902627068967 40.723985185855256),4,Queens,,
POINT (-73.88825544797456 40.701319953505624),4,Queens,,
POINT (-73.93728724389022 40.81901604746093),1,Manhattan,,
POINT (-73.9406970482272 40.722584170240026),3,Brooklyn,,
POINT (-73.97228970312885 40.79139862718509),1,Manhattan,,
POINT (-73.97228970312885 40.79139862718509),1,Manhattan,,
POINT (-73.9499461380228 40.67586439427997),3,Brooklyn,,
POINT (-73.95127327837022 40.72459829453322),3,Brooklyn,,
POINT (-73.963727633343 40.677672881274965),3,Brooklyn,,
POINT (-73.99541073005892 40.72705958108288),1,Manhattan,,
POINT (-73.99541073005892 40.72705958108288),1,Manhattan,,
POINT (-73.94447849122857 40.70454198952393),3,Brooklyn,,
POINT (-73.96162704275578 40.71932952903806),3,Brooklyn,,
POINT (-73.9994875851468 40.73884290221116),1,Manhattan,,
POINT (-73.98459116099971 40.72458561590796),1,Manhattan,,
POINT (-73.94095611053467 40.82923656460079),1,Manhattan,,
POINT (-73.99938675840629 40.71574577609335),1,Manhattan,,
POINT (-73.99432767530398 40.735044025340244),1,Manhattan,,
POINT (-73.99432767530398 40.735044025340244),1,Manhattan,,
POINT (-73.9798041845108 40.72276784612171),1,Manhattan,,
POINT (-74.00488257570544 40.741595785495015),1,Manhattan,,
POINT (-73.98600863570718 40.743595961916355),1,Manhattan,,
POINT (-73.97205055003197 40.784704167419335),1,Manhattan,,
POINT (-74.00488257570544 40.741595785495015),1,Manhattan,,
POINT (-73.99432767530398 40.735044025340244),1,Manhattan,,
POINT (-73.99432767530398 40.735044025340244),1,Manhattan,,
POINT (-73.99150278336596 40.70326502765785),3,Brooklyn,,
POINT (-73.99150278336596 40.70326502765785),3,Brooklyn,,
POINT (-73.98884234997905 40.71729053766567),1,Manhattan,,
POINT (-73.94143652596924 40.677531944837334),3,Brooklyn,,
POINT (-73.98459116099971 40.72458561590796),1,Manhattan,,
POINT (-73.92079603304832 40.705277451235496),3,Brooklyn,,
POINT (-73.95547323325063 40.713058279628456),3,Brooklyn,,
POINT (-73.98265825359982 40.61035046919882),3,Brooklyn,,
POINT (-73.98600863570718 40.743595961916355),1,Manhattan,,
POINT (-74.00955063172991 40.70521372781422),1,Manhattan,,
POINT (-73.99251363972886 40.662233497011435),3,Brooklyn,,
POINT (-73.97210901375604 40.79168403592798),1,Manhattan,,
POINT (-73.99251363972886 40.662233497011435),3,Brooklyn,,
POINT (-73.96023556606691 40.65716000380002),3,Brooklyn,,
POINT (-73.97555311110345 40.68675845382605),3,Brooklyn,,
POINT (-74.0132654132505 40.63193879727586),3,Brooklyn,,
POINT (-74.0132654132505 40.63193879727586),3,Brooklyn,,
POINT (-74.01517875428522 40.63311333032397),3,Brooklyn,,
POINT (-74.01517875428522 40.63311333032397),3,Brooklyn,,
POINT (-74.01010189023222 40.630036980398465),3,Brooklyn,,
POINT (-73.89837815721664 40.708948807478286),4,Queens,,
POINT (-74.00665752819665 40.62795119128111),3,Brooklyn,,
POINT (-73.89859664053765 40.72418792007255),4,Queens,,
POINT (-73.86341531559948 40.718129553373934),4,Queens,,
POINT (-73.88814360461554 40.70134454773144),4,Queens,,
POINT (-73.8880714604989 40.701352711885335),4,Queens,,
POINT (-73.98235862461435 40.61297993662494),3,Brooklyn,,
POINT (-73.89827023426284 40.708762068504576),4,Queens,,
POINT (-73.89808390632685 40.724470177915755),4,Queens,,
POINT (-73.96367371326558 40.67738191787317),3,Brooklyn,,
POINT (-73.97875819872445 40.68804913248106),3,Brooklyn,,
POINT (-73.96902757591894 40.677172136443836),3,Brooklyn,,
POINT (-73.97875819872445 40.68804913248106),3,Brooklyn,,
POINT (-73.97875819872445 40.68804913248106),3,Brooklyn,,
POINT (-73.89430605079936 40.66792177414082),3,Brooklyn,,
POINT (-73.99244875643653 40.66226917572707),3,Brooklyn,,
POINT (-73.96021754378779 40.65716274234358),3,Brooklyn,,
POINT (-73.98972720300482 40.757336560074485),1,Manhattan,,
POINT (-73.98972720300482 40.757336560074485),1,Manhattan,,
POINT (-73.98972720300482 40.757336560074485),1,Manhattan,,
POINT (-73.89817058918537 40.72440712527223),4,Queens,,
POINT (-74.00670075495631 40.62791276179313),3,Brooklyn,,
POINT (-73.89814531386834 40.72442082668525),4,Queens,,
POINT (-73.88779010956387 40.70137714170592),4,Queens,,
POINT (-73.88763503398785 40.701374245656645),4,Queens,,
POINT (-73.89814426480153 40.70858354683613),4,Queens,,
POINT (-73.8876674741338 40.701385256371914),4,Queens,,
POINT (-74.00672597031256 40.62788805726412),3,Brooklyn,,
POINT (-73.89811187396171 40.70853685725687),4,Queens,,
POINT (-74.01019194761177 40.6299765872145),3,Brooklyn,,
POINT (-74.01019194761177 40.6299765872145),3,Brooklyn,,
POINT (-73.88754125530716 40.701379643593114),4,Queens,,
POINT (-73.89792826950453 40.708308879542805),4,Queens,,
POINT (-73.89202800805276 40.71237123774916),4,Queens,,
POINT (-73.89202800805276 40.71237123774916),4,Queens,,
POINT (-73.89202800805276 40.71237123774916),4,Queens,,
POINT (-73.89202800805276 40.71237123774916),4,Queens,,
POINT (-73.88728512648692 40.70141781973269),4,Queens,,
POINT (-73.89786365470624 40.724585262409576),4,Queens,,
POINT (-73.89792506672094 40.72453316654721),4,Queens,,
POINT (-73.95612183392456 40.67574614446613),3,Brooklyn,,
POINT (-73.91655308462116 40.81878332820298),2,Bronx,,
POINT (-73.95004443280271 40.67458811636443),3,Brooklyn,,
POINT (-73.94599131405839 40.711451280888724),3,Brooklyn,,
POINT (-73.99328207898219 40.76266162517818),1,Manhattan,,
POINT (-73.89789618353485 40.72454686470685),4,Queens,,
POINT (-73.89775912868487 40.70805895539617),4,Queens,,
POINT (-73.89776256127453 40.724634578257266),4,Queens,,
POINT (-73.89770879665265 40.70795186504601),4,Queens,,
POINT (-73.89781313746974 40.72459070709416),4,Queens,,
POINT (-73.96386070881483 40.678260304537),3,Brooklyn,,
POINT (-73.9464368162204 40.700192463953286),3,Brooklyn,,
POINT (-73.97204397147262 40.79177185137551),1,Manhattan,,
POINT (-73.97536203470712 40.686681559638934),3,Brooklyn,,
POINT (-73.89769034677322 40.724672940665435),4,Queens,,
POINT (-73.89745331251068 40.70755913615649),4,Queens,,
POINT (-73.89745331251068 40.70755913615649),4,Queens,,
POINT (-73.89739937027704 40.70745478720712),4,Queens,,
POINT (-73.99070125866555 40.7610887076067),1,Manhattan,,
POINT (-73.96906367640342 40.6770678440394),3,Brooklyn,,
POINT (-73.95907328984967 40.67762740354586),3,Brooklyn,,
POINT (-73.95907328984967 40.67762740354586),3,Brooklyn,,
POINT (-73.95907328984967 40.67762740354586),3,Brooklyn,,
POINT (-73.95907328984967 40.67762740354586),3,Brooklyn,,
POINT (-73.95907328984967 40.67762740354586),3,Brooklyn,,
POINT (-73.95907328984967 40.67762740354586),3,Brooklyn,,
POINT (-73.88578940350477 40.66505357381326),3,Brooklyn,,
POINT (-73.88578940350477 40.66505357381326),3,Brooklyn,,
POINT (-73.91169537782204 40.69503010098695),3,Brooklyn,,
POINT (-73.88578940350477 40.66505357381326),3,Brooklyn,,
POINT (-73.88578940350477 40.66505357381326),3,Brooklyn,,
POINT (-73.93525558105074 40.84996978742138),1,Manhattan,,
POINT (-73.96019238040188 40.657052942619394),3,Brooklyn,,
POINT (-73.89737420264493 40.70740261433027),4,Queens,,
POINT (-73.8864086431043 40.70147459808791),4,Queens,,
POINT (-73.8975387314975 40.724730445674474),4,Queens,,
POINT (-73.89731674142952 40.707240622239475),4,Queens,,
POINT (-74.00769989147986 40.732233279721),1,Manhattan,,
POINT (-74.00529383589553 40.739929703025474),1,Manhattan,,
POINT (-73.99537825849539 40.72706506928608),1,Manhattan,,
POINT (-73.99537825849539 40.72706506928608),1,Manhattan,,
POINT (-74.00769989147986 40.732233279721),1,Manhattan,,
POINT (-73.89411391075727 40.66633786017192),3,Brooklyn,,
POINT (-73.94444798664382 40.70219520033403),3,Brooklyn,,
POINT (-73.97201145026656 40.79181575908509),1,Manhattan,,
POINT (-73.99263620333737 40.66211822443276),3,Brooklyn,,
POINT (-73.89729156971529 40.70719119319901),4,Queens,,
POINT (-73.89717643477469 40.70700719147668),4,Queens,,
POINT (-73.96908172533062 40.67701844305124),3,Brooklyn,,
POINT (-73.9591599667561 40.677380404247856),3,Brooklyn,,
POINT (-73.9591599667561 40.677380404247856),3,Brooklyn,,
POINT (-73.9926253907854 40.662101755098526),3,Brooklyn,,
POINT (-73.9926253907854 40.662101755098526),3,Brooklyn,,
POINT (-73.89707942352113 40.70676556497295),4,Queens,,
POINT (-73.85715135481067 40.71712285786005),4,Queens,,
POINT (-73.89697509332824 40.706592551739625),4,Queens,,
POINT (-73.85714780627448 40.71709540497307),4,Queens,,
POINT (-73.97197892901762 40.79185966678514),1,Manhattan,,
POINT (-74.07507475463103 40.62565967554267),5,Staten Island,,
POINT (-73.89688167745481 40.70635916345493),4,Queens,,
POINT (-73.89682054476893 40.7062410830715),4,Queens,,
POINT (-73.93701231065486 40.81938917955751),1,Manhattan,,
POINT (-73.93701231065486 40.81938917955751),1,Manhattan,,
POINT (-73.95005896319805 40.674442649863266),3,Brooklyn,,
POINT (-73.9926830686236 40.66204411853613),3,Brooklyn,,
POINT (-73.94584341211366 40.711464935190044),3,Brooklyn,,
POINT (-73.94265403156209 40.70392626790427),3,Brooklyn,,
POINT (-74.01154508248855 40.70479359601018),1,Manhattan,,
POINT (-73.97489735918339 40.68545180144242),3,Brooklyn,,
POINT (-73.990958278768 40.70255409157773),3,Brooklyn,,
POINT (-73.99360259748846 40.73296071971318),1,Manhattan,,
POINT (-73.95086380979338 40.80042164326909),1,Manhattan,,
POINT (-73.9956157375876 40.73685561862864),1,Manhattan,,
POINT (-73.98696451220799 40.727498095719184),1,Manhattan,,
POINT (-74.01030947690623 40.714469002135495),1,Manhattan,,
POINT (-73.98870033872578 40.72509661724662),1,Manhattan,,
POINT (-73.99934697135315 40.72664521327426),1,Manhattan,,
POINT (-73.9981284961522 40.691289906090454),3,Brooklyn,,
POINT (-73.97979844473964 40.682194722093314),3,Brooklyn,,
POINT (-73.93035481600155 40.67677370294234),3,Brooklyn,,
POINT (-73.99360259748846 40.73296071971318),1,Manhattan,,
POINT (-73.99360259748846 40.73296071971318),1,Manhattan,,
POINT (-73.95086380979338 40.80042164326909),1,Manhattan,,
POINT (-73.95086380979338 40.80042164326909),1,Manhattan,,
POINT (-73.95086380979338 40.80042164326909),1,Manhattan,,
POINT (-73.97757076834642 40.68065998089284),3,Brooklyn,,
POINT (-73.9981284961522 40.691289906090454),3,Brooklyn,,
POINT (-73.97574409889476 40.68707688793779),3,Brooklyn,,
